Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Accrual Date
ADMA,ADMA BIOLOGICS INC,Health Care,Equity,"1,317,423.80",0.01,"1,317,423.80","65,219.00",20.20,United States,NASDAQ,USD,1.00,--
ADNT,ADIENT PLC,Consumer Discretionary,Equity,"511,509.60",0.00,"511,509.60","25,074.00",20.40,United States,New York Stock Exchange Inc.,USD,1.00,--
ADP,AUTOMATIC DATA PROCESSING INC,Industrials,Equity,"33,478,913.39",0.21,"33,478,913.39","110,861.00",301.99,United States,NASDAQ,USD,1.00,--
ADPT,ADAPTIVE BIOTECHNOLOGIES CORP,Health Care,Equity,"165,792.96",0.00,"165,792.96","29,712.00",5.58,United States,NASDAQ,USD,1.00,--
ADRO,CHINOOK THERAPEUTICS INC,Health Care,Equity,"14,010.36",0.00,"14,010.36","16,679.00",0.84,United States,NO MARKET (E.G. UNLISTED),USD,1.00,--
ADRO,CHINOOK THERAPEUTICS INC CVR,Health Care,Equity,"1,938.72",0.00,"1,938.72","4,039.00",0.48,United States,NO MARKET (E.G. UNLISTED),USD,1.00,--
ADSK,AUTODESK INC,Information Technology,Equity,"17,812,685.20",0.11,"17,812,685.20","58,088.00",306.65,United States,NASDAQ,USD,1.00,--
ADT,ADT INC,Consumer Discretionary,Equity,"569,382.31",0.00,"569,382.31","76,019.00",7.49,United States,New York Stock Exchange Inc.,USD,1.00,--
ADTN,ADTRAN HOLDINGS INC,Information Technology,Equity,"148,863.66",0.00,"148,863.66","18,678.00",7.97,United States,NASDAQ,USD,1.00,--
ADUS,ADDUS HOMECARE CORP,Health Care,Equity,"545,897.04",0.00,"545,897.04","4,472.00",122.07,United States,NASDAQ,USD,1.00,--
ADV,ADVANTAGE SOLUTIONS INC CLASS A,Communication,Equity,"125,656.92",0.00,"125,656.92","38,783.00",3.24,United States,NASDAQ,USD,1.00,--
AEE,AMEREN CORP,Utilities,Equity,"6,491,690.60",0.04,"6,491,690.60","72,355.00",89.72,United States,New York Stock Exchange Inc.,USD,1.00,--
AEHR,AEHR TEST SYSTEMS,Information Technology,Equity,"76,970.42",0.00,"76,970.42","6,854.00",11.23,United States,NASDAQ,USD,1.00,--
AEIS,ADVANCED ENERGY INDUSTRIES INC,Information Technology,Equity,"1,084,939.10",0.01,"1,084,939.10","9,674.00",112.15,United States,NASDAQ,USD,1.00,--
AEO,AMERICAN EAGLE OUTFITTERS INC,Consumer Discretionary,Equity,"892,018.40",0.01,"892,018.40","49,012.00",18.20,United States,New York Stock Exchange Inc.,USD,1.00,--
AEP,AMERICAN ELECTRIC POWER INC,Utilities,Equity,"13,383,021.12",0.09,"13,383,021.12","142,737.00",93.76,United States,NASDAQ,USD,1.00,--
AES,AES CORP,Utilities,Equity,"2,676,212.00",0.02,"2,676,212.00","191,158.00",14.00,United States,New York Stock Exchange Inc.,USD,1.00,--
AESI,ATLAS ENERGY SOLUTIONS INC,Energy,Equity,"368,003.25",0.00,"368,003.25","18,173.00",20.25,United States,New York Stock Exchange Inc.,USD,1.00,--
AFCG,ADVANCED FLOWER CAPITAL INC,Financials,Equity,"60,411.75",0.00,"60,411.75","6,531.00",9.25,United States,NASDAQ,USD,1.00,--
AFG,AMERICAN FINANCIAL GROUP INC,Financials,Equity,"2,789,360.42",0.02,"2,789,360.42","19,642.00",142.01,United States,New York Stock Exchange Inc.,USD,1.00,--
AFL,AFLAC INC,Financials,Equity,"16,571,660.88",0.11,"16,571,660.88","151,091.00",109.68,United States,New York Stock Exchange Inc.,USD,1.00,--
AFRM,AFFIRM HOLDINGS INC CLASS A,Financials,Equity,"3,420,711.27",0.02,"3,420,711.27","64,287.00",53.21,United States,NASDAQ,USD,1.00,--
AGCO,AGCO CORP,Industrials,Equity,"1,523,649.28",0.01,"1,523,649.28","16,504.00",92.32,United States,New York Stock Exchange Inc.,USD,1.00,--
AGEN,AGENUS INC,Health Care,Equity,"8,617.47",0.00,"8,617.47","3,111.00",2.77,United States,NASDAQ,USD,1.00,--
AGIO,AGIOS PHARMACEUTICALS INC,Health Care,Equity,"909,114.00",0.01,"909,114.00","16,410.00",55.40,United States,NASDAQ,USD,1.00,--
AGL,AGILON HEALTH,Health Care,Equity,"130,791.06",0.00,"130,791.06","76,486.00",1.71,United States,New York Stock Exchange Inc.,USD,1.00,--
AGM,FEDERAL AGRICULTURAL MORTGAGE NON,Financials,Equity,"529,448.92",0.00,"529,448.92","2,548.00",207.79,United States,New York Stock Exchange Inc.,USD,1.00,--
AGNC,AGNC INVESTMENT REIT CORP,Financials,Equity,"1,949,920.89",0.01,"1,949,920.89","205,039.00",9.51,United States,NASDAQ,USD,1.00,--
AGO,ASSURED GUARANTY LTD,Financials,Equity,"1,354,700.46",0.01,"1,354,700.46","14,799.00",91.54,United States,New York Stock Exchange Inc.,USD,1.00,--
AGR,AVANGRID INC,Utilities,Equity,"696,926.64",0.00,"696,926.64","19,489.00",35.76,United States,New York Stock Exchange Inc.,USD,1.00,--
AGS,PLAYAGS INC,Consumer Discretionary,Equity,"187,786.35",0.00,"187,786.35","16,119.00",11.65,United States,New York Stock Exchange Inc.,USD,1.00,--
AGX,ARGAN INC,Industrials,Equity,"578,564.71",0.00,"578,564.71","3,877.00",149.23,United States,New York Stock Exchange Inc.,USD,1.00,--
AGYS,AGILYSYS INC,Information Technology,Equity,"765,763.08",0.00,"765,763.08","6,337.00",120.84,United States,NASDAQ,USD,1.00,--
AHCO,ADAPTHEALTH CORP,Health Care,Equity,"204,143.32",0.00,"204,143.32","20,333.00",10.04,United States,NASDAQ,USD,1.00,--
AHH,ARMADA HOFFLER PROPERTIES REIT INC,Real Estate,Equity,"162,549.98",0.00,"162,549.98","14,954.00",10.87,United States,New York Stock Exchange Inc.,USD,1.00,--
AHR,AMERICAN HEALTHCARE REIT INC,Real Estate,Equity,"579,960.18",0.00,"579,960.18","22,119.00",26.22,United States,New York Stock Exchange Inc.,USD,1.00,--
AI,C3 AI INC CLASS A,Information Technology,Equity,"575,690.74",0.00,"575,690.74","21,823.00",26.38,United States,New York Stock Exchange Inc.,USD,1.00,--
AIG,AMERICAN INTERNATIONAL GROUP INC,Financials,Equity,"13,325,334.00",0.09,"13,325,334.00","175,912.00",75.75,United States,New York Stock Exchange Inc.,USD,1.00,--
AIN,ALBANY INTERNATIONAL CORP CLASS A,Industrials,Equity,"648,427.56",0.00,"648,427.56","8,053.00",80.52,United States,New York Stock Exchange Inc.,USD,1.00,--
AIOT,POWERFLEET INC,Information Technology,Equity,"193,563.88",0.00,"193,563.88","32,047.00",6.04,United States,NASDAQ,USD,1.00,--
AIR,AAR CORP,Industrials,Equity,"634,427.10",0.00,"634,427.10","9,462.00",67.05,United States,New York Stock Exchange Inc.,USD,1.00,--
AIT,APPLIED INDUSTRIAL TECHNOLOGIES IN,Industrials,Equity,"2,893,097.32",0.02,"2,893,097.32","10,678.00",270.94,United States,New York Stock Exchange Inc.,USD,1.00,--
AIV,APARTMENT INVESTMENT AND MANAGEMEN,Real Estate,Equity,"344,135.88",0.00,"344,135.88","40,678.00",8.46,United States,New York Stock Exchange Inc.,USD,1.00,--
AIZ,ASSURANT INC,Financials,Equity,"2,997,111.32",0.02,"2,997,111.32","13,909.00",215.48,United States,New York Stock Exchange Inc.,USD,1.00,--
AJG,ARTHUR J GALLAGHER,Financials,Equity,"17,260,869.99",0.11,"17,260,869.99","58,569.00",294.71,United States,New York Stock Exchange Inc.,USD,1.00,--
AKAM,AKAMAI TECHNOLOGIES INC,Information Technology,Equity,"3,538,594.20",0.02,"3,538,594.20","40,052.00",88.35,United States,NASDAQ,USD,1.00,--
AKBA,AKEBIA THERAPEUTICS INC,Health Care,Equity,"204,696.72",0.00,"204,696.72","110,052.00",1.86,United States,NASDAQ,USD,1.00,--
AKR,ACADIA REALTY TRUST REIT,Real Estate,Equity,"619,956.00",0.00,"619,956.00","25,325.00",24.48,United States,New York Stock Exchange Inc.,USD,1.00,--
AKRO,AKERO THERAPEUTICS INC,Health Care,Equity,"608,234.88",0.00,"608,234.88","20,438.00",29.76,United States,NASDAQ,USD,1.00,--
AL,AIR LEASE CORP CLASS A,Industrials,Equity,"1,403,164.00",0.01,"1,403,164.00","28,636.00",49.00,United States,New York Stock Exchange Inc.,USD,1.00,--
ALAB,ASTERA LABS INC,Information Technology,Equity,"525,719.09",0.00,"525,719.09","5,941.00",88.49,United States,NASDAQ,USD,1.00,--
ALB,ALBEMARLE CORP,Materials,Equity,"3,187,868.30",0.02,"3,187,868.30","31,223.00",102.10,United States,New York Stock Exchange Inc.,USD,1.00,--
ALDX,ALDEYRA THERAPEUTICS INC,Health Care,Equity,"63,187.46",0.00,"63,187.46","14,798.00",4.27,United States,NASDAQ,USD,1.00,--
ALE,ALLETE INC,Utilities,Equity,"978,361.86",0.01,"978,361.86","15,159.00",64.54,United States,New York Stock Exchange Inc.,USD,1.00,--
ALEC,ALECTOR INC,Health Care,Equity,"80,082.10",0.00,"80,082.10","16,310.00",4.91,United States,NASDAQ,USD,1.00,--
ALEX,ALEXANDER AND BALDWIN INC,Real Estate,Equity,"389,384.64",0.00,"389,384.64","20,408.00",19.08,United States,New York Stock Exchange Inc.,USD,1.00,--
ALG,ALAMO GROUP INC,Industrials,Equity,"466,698.18",0.00,"466,698.18","2,418.00",193.01,United States,New York Stock Exchange Inc.,USD,1.00,--
ALGM,ALLEGRO MICROSYSTEMS INC,Information Technology,Equity,"659,307.84",0.00,"659,307.84","33,248.00",19.83,United States,NASDAQ,USD,1.00,--
ALGN,ALIGN TECHNOLOGY INC,Health Care,Equity,"4,477,571.28",0.03,"4,477,571.28","20,202.00",221.64,United States,NASDAQ,USD,1.00,--
ALGT,ALLEGIANT TRAVEL,Industrials,Equity,"281,724.24",0.00,"281,724.24","3,703.00",76.08,United States,NASDAQ,USD,1.00,--
ALHC,ALIGNMENT HEALTHCARE INC,Health Care,Equity,"268,608.88",0.00,"268,608.88","20,936.00",12.83,United States,NASDAQ,USD,1.00,--
ALIT,ALIGHT INC CLASS A,Industrials,Equity,"925,023.60",0.01,"925,023.60","117,240.00",7.89,United States,New York Stock Exchange Inc.,USD,1.00,--
ALK,ALASKA AIR GROUP INC,Industrials,Equity,"1,741,126.88",0.01,"1,741,126.88","32,926.00",52.88,United States,New York Stock Exchange Inc.,USD,1.00,--
ALKS,ALKERMES,Health Care,Equity,"1,215,336.15",0.01,"1,215,336.15","42,869.00",28.35,United States,NASDAQ,USD,1.00,--
ALKT,ALKAMI TECHNOLOGY INC,Information Technology,Equity,"469,220.40",0.00,"469,220.40","12,716.00",36.90,United States,NASDAQ,USD,1.00,--
ALL,ALLSTATE CORP,Financials,Equity,"13,970,665.02",0.09,"13,970,665.02","71,359.00",195.78,United States,New York Stock Exchange Inc.,USD,1.00,--
ALLE,ALLEGION PLC,Industrials,Equity,"3,292,473.36",0.02,"3,292,473.36","23,298.00",141.32,United States,New York Stock Exchange Inc.,USD,1.00,--
ALLO,ALLOGENE THERAPEUTICS INC,Health Care,Equity,"61,723.86",0.00,"61,723.86","25,091.00",2.46,United States,NASDAQ,USD,1.00,--
ALLY,ALLY FINANCIAL INC,Financials,Equity,"2,621,676.04",0.02,"2,621,676.04","72,382.00",36.22,United States,New York Stock Exchange Inc.,USD,1.00,--
ALNT,ALLIENT INC,Industrials,Equity,"86,708.16",0.00,"86,708.16","3,542.00",24.48,United States,NASDAQ,USD,1.00,--
ALNY,ALNYLAM PHARMACEUTICALS INC,Health Care,Equity,"8,853,792.39",0.06,"8,853,792.39","34,329.00",257.91,United States,NASDAQ,USD,1.00,--
ALRM,ALARM.COM HOLDINGS INC,Information Technology,Equity,"738,157.81",0.00,"738,157.81","12,317.00",59.93,United States,NASDAQ,USD,1.00,--
ALRS,ALERUS FINANCIAL CORP,Financials,Equity,"124,881.70",0.00,"124,881.70","5,638.00",22.15,United States,NASDAQ,USD,1.00,--
ALSN,ALLISON TRANSMISSION HOLDINGS INC,Industrials,Equity,"2,913,038.52",0.02,"2,913,038.52","24,756.00",117.67,United States,New York Stock Exchange Inc.,USD,1.00,--
ALT,ALTIMMUNE INC,Health Care,Equity,"195,411.96",0.00,"195,411.96","23,112.00",8.46,United States,NASDAQ,USD,1.00,--
ALTG,ALTA EQUIPMENT GROUP INC CLASS A,Industrials,Equity,"65,030.40",0.00,"65,030.40","9,032.00",7.20,United States,New York Stock Exchange Inc.,USD,1.00,--
ALTM,ARCADIUM LITHIUM PLC,Materials,Equity,"1,412,239.68",0.01,"1,412,239.68","270,544.00",5.22,United States,New York Stock Exchange Inc.,USD,1.00,--
ALTR,ALTAIR ENGINEERING INC CLASS A,Information Technology,Equity,"1,614,505.52",0.01,"1,614,505.52","15,566.00",103.72,United States,NASDAQ,USD,1.00,--
ALX,ALEXANDERS REIT INC,Real Estate,Equity,"122,805.36",0.00,"122,805.36",564.00,217.74,United States,New York Stock Exchange Inc.,USD,1.00,--
ALXO,ALX ONCOLOGY HOLDINGS INC,Health Care,Equity,"12,294.52",0.00,"12,294.52","9,244.00",1.33,United States,NASDAQ,USD,1.00,--
AM,ANTERO MIDSTREAM CORP,Energy,Equity,"1,356,274.11",0.01,"1,356,274.11","89,879.00",15.09,United States,New York Stock Exchange Inc.,USD,1.00,--
AMAL,AMALGAMATED FINANCIAL,Financials,Equity,"186,565.82",0.00,"186,565.82","5,117.00",36.46,United States,NASDAQ,USD,1.00,--
AMAT,APPLIED MATERIAL INC,Information Technology,Equity,"41,897,802.00",0.27,"41,897,802.00","225,257.00",186.00,United States,NASDAQ,USD,1.00,--
AMBA,AMBARELLA INC,Information Technology,Equity,"546,565.50",0.00,"546,565.50","9,343.00",58.50,United States,NASDAQ,USD,1.00,--
AMBC,AMBAC FINANCIAL GROUP INC,Financials,Equity,"158,969.80",0.00,"158,969.80","13,138.00",12.10,United States,New York Stock Exchange Inc.,USD,1.00,--
AMBP,ARDAGH METAL PACKAGING SA,Materials,Equity,"153,218.58",0.00,"153,218.58","41,863.00",3.66,United States,New York Stock Exchange Inc.,USD,1.00,--
AMC,AMC ENTERTAINMENT HOLDINGS INC CLA,Communication,Equity,"415,614.08",0.00,"415,614.08","90,944.00",4.57,United States,New York Stock Exchange Inc.,USD,1.00,--
AMCR,AMCOR PLC,Materials,Equity,"3,991,018.10",0.03,"3,991,018.10","392,045.00",10.18,United States,New York Stock Exchange Inc.,USD,1.00,--
AMCX,AMC NETWORKS CLASS A INC,Communication,Equity,"73,503.92",0.00,"73,503.92","7,721.00",9.52,United States,NASDAQ,USD,1.00,--
AMD,ADVANCED MICRO DEVICES INC,Information Technology,Equity,"60,346,111.80",0.39,"60,346,111.80","434,645.00",138.84,United States,NASDAQ,USD,1.00,--
AME,AMETEK INC,Industrials,Equity,"12,133,400.00",0.08,"12,133,400.00","62,624.00",193.75,United States,New York Stock Exchange Inc.,USD,1.00,--
AMED,AMEDISYS INC,Health Care,Equity,"799,879.11",0.01,"799,879.11","8,859.00",90.29,United States,NASDAQ,USD,1.00,--
AMG,AFFILIATED MANAGERS GROUP INC,Financials,Equity,"1,579,780.80",0.01,"1,579,780.80","8,439.00",187.20,United States,New York Stock Exchange Inc.,USD,1.00,--
AMGN,AMGEN INC,Health Care,Equity,"42,849,480.28",0.27,"42,849,480.28","144,796.00",295.93,United States,NASDAQ,USD,1.00,--
AMH,AMERICAN HOMES RENT REIT CLASS A,Real Estate,Equity,"3,343,116.26",0.02,"3,343,116.26","89,126.00",37.51,United States,New York Stock Exchange Inc.,USD,1.00,--
AMKR,AMKOR TECHNOLOGY INC,Information Technology,Equity,"761,969.68",0.00,"761,969.68","29,284.00",26.02,United States,NASDAQ,USD,1.00,--
AMN,AMN HEALTHCARE INC,Health Care,Equity,"231,252.56",0.00,"231,252.56","9,688.00",23.87,United States,New York Stock Exchange Inc.,USD,1.00,--
AMP,AMERIPRISE FINANCE INC,Financials,Equity,"15,249,741.78",0.10,"15,249,741.78","27,157.00",561.54,United States,New York Stock Exchange Inc.,USD,1.00,--
AMPH,AMPHASTAR PHARMACEUTICALS INC,Health Care,Equity,"476,374.32",0.00,"476,374.32","10,572.00",45.06,United States,NASDAQ,USD,1.00,--
AMPL,AMPLITUDE INC CLASS A,Information Technology,Equity,"174,925.97",0.00,"174,925.97","17,371.00",10.07,United States,NASDAQ,USD,1.00,--
AMPS,ALTUS POWER INC CLASS A,Utilities,Equity,"58,010.90",0.00,"58,010.90","14,149.00",4.10,United States,New York Stock Exchange Inc.,USD,1.00,--
AMPY,AMPLIFY ENERGY CORP,Energy,Equity,"86,143.42",0.00,"86,143.42","12,631.00",6.82,United States,New York Stock Exchange Inc.,USD,1.00,--
AMR,ALPHA METALLURGICAL RESOURCE INC,Materials,Equity,"719,129.00",0.00,"719,129.00","3,050.00",235.78,United States,New York Stock Exchange Inc.,USD,1.00,--
AMRC,AMERESCO INC CLASS A,Industrials,Equity,"216,061.04",0.00,"216,061.04","8,068.00",26.78,United States,New York Stock Exchange Inc.,USD,1.00,--
AMRK,A MARK PRECIOUS METALS INC,Consumer Discretionary,Equity,"153,600.90",0.00,"153,600.90","5,198.00",29.55,United States,NASDAQ,USD,1.00,--
AMRX,AMNEAL PHARMACEUTICALS INC CLASS A,Health Care,Equity,"434,160.00",0.00,"434,160.00","48,240.00",9.00,United States,NASDAQ,USD,1.00,--
AMSC,AMERICAN SUPERCONDUCTOR CORP,Industrials,Equity,"291,356.46",0.00,"291,356.46","9,132.00",31.91,United States,NASDAQ,USD,1.00,--
AMSF,AMERISAFE INC,Financials,Equity,"288,302.34",0.00,"288,302.34","4,946.00",58.29,United States,NASDAQ,USD,1.00,--
AMT,AMERICAN TOWER REIT CORP,Real Estate,Equity,"24,587,570.03",0.16,"24,587,570.03","126,239.00",194.77,United States,New York Stock Exchange Inc.,USD,1.00,--
AMTB,AMERANT BANCORP INC CLASS A,Financials,Equity,"187,848.00",0.00,"187,848.00","7,827.00",24.00,United States,New York Stock Exchange Inc.,USD,1.00,--
AMTM,AMENTUM HOLDINGS INC,Industrials,Equity,"890,835.71",0.01,"890,835.71","33,731.00",26.41,United States,New York Stock Exchange Inc.,USD,1.00,--
AMWD,AMERICAN WOODMARK CORP,Industrials,Equity,"472,045.32",0.00,"472,045.32","4,806.00",98.22,United States,NASDAQ,USD,1.00,--
AMZN,AMAZON COM INC,Consumer Discretionary,Equity,"530,956,068.64",3.41,"530,956,068.64","2,510,668.00",211.48,United States,NASDAQ,USD,1.00,--
AN,AUTONATION INC,Consumer Discretionary,Equity,"1,159,606.65",0.01,"1,159,606.65","6,945.00",166.97,United States,New York Stock Exchange Inc.,USD,1.00,--
ANAB,ANAPTYSBIO INC,Health Care,Equity,"147,846.10",0.00,"147,846.10","7,330.00",20.17,United States,NASDAQ,USD,1.00,--
ANDE,ANDERSONS INC,Consumer Staples,Equity,"466,824.96",0.00,"466,824.96","9,924.00",47.04,United States,NASDAQ,USD,1.00,--
ANET,ARISTA NETWORKS INC,Information Technology,Equity,"26,816,963.85",0.17,"26,816,963.85","69,483.00",385.95,United States,New York Stock Exchange Inc.,USD,1.00,--
ANF,ABERCROMBIE AND FITCH CLASS A,Consumer Discretionary,Equity,"1,999,962.60",0.01,"1,999,962.60","13,831.00",144.60,United States,New York Stock Exchange Inc.,USD,1.00,--
ANGO,ANGIODYNAMICS INC,Health Care,Equity,"70,650.90",0.00,"70,650.90","10,314.00",6.85,United States,NASDAQ,USD,1.00,--
ANIK,ANIKA THERAPEUTICS INC,Health Care,Equity,"103,037.00",0.00,"103,037.00","6,061.00",17.00,United States,NASDAQ,USD,1.00,--
ANIP,ANI PHARMACEUTICALS INC,Health Care,Equity,"317,760.54",0.00,"317,760.54","5,394.00",58.91,United States,NASDAQ,USD,1.00,--
ANNX,ANNEXON INC,Health Care,Equity,"148,432.17",0.00,"148,432.17","23,449.00",6.33,United States,NASDAQ,USD,1.00,--
ANSS,ANSYS INC,Information Technology,Equity,"7,972,760.40",0.05,"7,972,760.40","23,430.00",340.28,United States,NASDAQ,USD,1.00,--
AON,AON PLC CLASS A,Financials,Equity,"19,922,533.87",0.13,"19,922,533.87","52,939.00",376.33,United States,New York Stock Exchange Inc.,USD,1.00,--
AORT,ARTIVION INC,Health Care,Equity,"287,551.46",0.00,"287,551.46","10,654.00",26.99,United States,New York Stock Exchange Inc.,USD,1.00,--
AOS,A O SMITH CORP,Industrials,Equity,"2,344,322.00",0.02,"2,344,322.00","32,114.00",73.00,United States,New York Stock Exchange Inc.,USD,1.00,--
AOSL,ALPHA AND OMEGA SEMICONDUCTOR LTD,Information Technology,Equity,"192,174.30",0.00,"192,174.30","6,438.00",29.85,United States,NASDAQ,USD,1.00,--
APA,APA CORP,Energy,Equity,"2,262,870.20",0.01,"2,262,870.20","100,127.00",22.60,United States,NASDAQ,USD,1.00,--
APAM,ARTISAN PARTNERS ASSET MANAGEMENT,Financials,Equity,"710,833.80",0.00,"710,833.80","14,871.00",47.80,United States,New York Stock Exchange Inc.,USD,1.00,--
APD,AIR PRODUCTS AND CHEMICALS INC,Materials,Equity,"19,029,242.96",0.12,"19,029,242.96","60,242.00",315.88,United States,New York Stock Exchange Inc.,USD,1.00,--
APG,API GROUP CORP,Industrials,Equity,"2,219,709.21",0.01,"2,219,709.21","61,301.00",36.21,United States,New York Stock Exchange Inc.,USD,1.00,--
APGE,APOGEE THERAPEUTICS INC,Health Care,Equity,"566,512.54",0.00,"566,512.54","11,107.00",51.01,United States,NASDAQ,USD,1.00,--
APH,AMPHENOL CORP CLASS A,Information Technology,Equity,"23,109,786.80",0.15,"23,109,786.80","318,536.00",72.55,United States,New York Stock Exchange Inc.,USD,1.00,--
APLD,APPLIED DIGITAL CORP,Information Technology,Equity,"289,389.10",0.00,"289,389.10","42,185.00",6.86,United States,NASDAQ,USD,1.00,--
APLE,APPLE HOSPITALITY REIT INC,Real Estate,Equity,"1,003,294.45",0.01,"1,003,294.45","64,355.00",15.59,United States,New York Stock Exchange Inc.,USD,1.00,--
APLS,APELLIS PHARMACEUTICALS INC,Health Care,Equity,"748,809.16",0.00,"748,809.16","26,686.00",28.06,United States,NASDAQ,USD,1.00,--
APLT,APPLIED THERAPEUTICS INC,Health Care,Equity,"286,256.71",0.00,"286,256.71","31,771.00",9.01,United States,NASDAQ,USD,1.00,--
APO,APOLLO GLOBAL MANAGEMENT INC,Financials,Equity,"23,172,803.61",0.15,"23,172,803.61","141,031.00",164.31,United States,New York Stock Exchange Inc.,USD,1.00,--
APOG,APOGEE ENTERPRISES INC,Industrials,Equity,"583,719.15",0.00,"583,719.15","7,037.00",82.95,United States,NASDAQ,USD,1.00,--
APP,APPLOVIN CORP CLASS A,Information Technology,Equity,"20,115,718.92",0.13,"20,115,718.92","70,708.00",284.49,United States,NASDAQ,USD,1.00,--
APPF,APPFOLIO INC CLASS A,Information Technology,Equity,"1,422,562.56",0.01,"1,422,562.56","6,096.00",233.36,United States,NASDAQ,USD,1.00,--
APPN,APPIAN CORP CLASS A,Information Technology,Equity,"391,040.00",0.00,"391,040.00","10,400.00",37.60,United States,NASDAQ,USD,1.00,--
APPS,DIGITAL TURBINE INC,Information Technology,Equity,"31,953.60",0.00,"31,953.60","22,824.00",1.40,United States,NASDAQ,USD,1.00,--
APTV,APTIV PLC,Consumer Discretionary,Equity,"3,946,081.05",0.03,"3,946,081.05","73,035.00",54.03,United States,New York Stock Exchange Inc.,USD,1.00,--
AQST,AQUESTIVE THERAPEUTICS INC,Health Care,Equity,"153,940.45",0.00,"153,940.45","33,685.00",4.57,United States,NASDAQ,USD,1.00,--
AR,ANTERO RESOURCES CORP,Energy,Equity,"2,366,658.25",0.02,"2,366,658.25","77,825.00",30.41,United States,New York Stock Exchange Inc.,USD,1.00,--
ARAY,ACCURAY INC,Health Care,Equity,"51,759.78",0.00,"51,759.78","29,747.00",1.74,United States,NASDAQ,USD,1.00,--
ARCB,ARCBEST CORP,Industrials,Equity,"694,645.00",0.00,"694,645.00","6,230.00",111.50,United States,NASDAQ,USD,1.00,--
ARCH,ARCH RESOURCES INC CLASS A,Materials,Equity,"821,826.60",0.01,"821,826.60","5,028.00",163.45,United States,New York Stock Exchange Inc.,USD,1.00,--
ARCT,ARCTURUS THERAPEUTICS HOLDINGS INC,Health Care,Equity,"162,455.72",0.00,"162,455.72","8,858.00",18.34,United States,NASDAQ,USD,1.00,--
